ENP1: rounded = 5, raw = 5.000000, rounded_increase = 0.0, calc = ENP1 = 5 (raw 5.000000)
ENP49: rounded = 4968, raw = 4967.600000, rounded_increase = 4, calc = [4964 + (5000.0 - 4964) x 10.00%]
ENP50: rounded = 4971, raw = 4971.200000, rounded_increase = 3, calc = [4968 + (5000.0 - 4968) x 10.00%]
ENP51: rounded = 4974, raw = 4973.900000, rounded_increase = 3, calc = [4971 + (5000.0 - 4971) x 10.00%]
ENP52: rounded = 4977, raw = 4976.600000, rounded_increase = 3, calc = [4974 + (5000.0 - 4974) x 10.00%]
ENP53: rounded = 4979, raw = 4979.300000, rounded_increase = 2, calc = [4977 + (5000.0 - 4977) x 10.00%]
ENP54: rounded = 4981, raw = 4981.100000, rounded_increase = 2, calc = [4979 + (5000.0 - 4979) x 10.00%]
ENP55: rounded = 4983, raw = 4982.900000, rounded_increase = 2, calc = [4981 + (5000.0 - 4981) x 10.00%]
ENP56: rounded = 4985, raw = 4984.700000, rounded_increase = 2, calc = [4983 + (5000.0 - 4983) x 10.00%]
ENP57: rounded = 4987, raw = 4986.500000, rounded_increase = 2, calc = [4985 + (5000.0 - 4985) x 10.00%]
ENP58: rounded = 4988, raw = 4988.300000, rounded_increase = 1, calc = [4987 + (5000.0 - 4987) x 10.00%]
ENP59: rounded = 4989, raw = 4989.200000, rounded_increase = 1, calc = [4988 + (5000.0 - 4988) x 10.00%]
ENP60: rounded = 4990, raw = 4990.100000, rounded_increase = 1, calc = [4989 + (5000.0 - 4989) x 10.00%]
ENP61: rounded = 4991, raw = 4991.000000, rounded_increase = 1, calc = [4990 + (5000.0 - 4990) x 10.00%]
ENP62: rounded = 4992, raw = 4991.900000, rounded_increase = 1, calc = [4991 + (5000.0 - 4991) x 10.00%]
ENP63: rounded = 4993, raw = 4992.800000, rounded_increase = 1, calc = [4992 + (5000.0 - 4992) x 10.00%]
ENP64: rounded = 4994, raw = 4993.700000, rounded_increase = 1, calc = [4993 + (5000.0 - 4993) x 10.00%]
ENP65: rounded = 4995, raw = 4994.600000, rounded_increase = 1, calc = [4994 + (5000.0 - 4994) x 10.00%]
ENP66: rounded = 4996, raw = 4995.500000, rounded_increase = 1, calc = [4995 + (5000.0 - 4995) x 10.00%]
ENP67: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP68: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP69: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP70: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP71: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP72: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP73: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP74: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP75: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP76: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP77: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP78: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP79: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP80: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP81: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP82: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP83: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP84: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP85: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP86: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP87: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP88: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP89: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP90: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP91: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP92: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP93: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP94: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP95: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP96: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP97: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP98: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP99: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP100: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP101: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP102: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP103: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP104: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP105: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP106: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP107: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP108: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP109: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP110: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP111: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP112: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP113: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP114: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP115: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP116: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP117: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP118: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP119: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP120: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP121: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP122: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP123: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP124: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP125: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP126: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP127: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP128: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP129: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP130: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP131: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP132: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP133: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP134: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP135: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP136: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP137: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP138: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP139: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP140: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP141: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP142: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP143: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP144: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP145: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP146: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP147: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP148: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP149: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP150: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP151: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP152: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP153: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP154: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP155: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP156: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP157: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP158: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP159: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP160: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP161: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP162: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP163: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP164: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP165: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP166: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP167: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP168: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP169: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP170: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP171: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP172: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP173: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP174: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP175: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP176: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP177: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP178: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP179: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP180: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP181: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP182: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP183: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP184: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP185: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP186: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP187: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP188: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP189: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP190: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP191: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP192: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP193: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP194: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP195: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP196: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP197: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP198: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP199: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP200: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP201: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP202: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP203: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP204: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP205: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP206: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP207: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP208: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP209: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP210: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP211: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP212: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP213: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP214: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP215: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP216: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP217: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP218: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP219: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP220: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP221: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP222: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP223: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP224: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP225: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP226: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP227: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP228: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP229: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP230: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP231: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
ENP232: rounded = 4996, raw = 4996.400000, rounded_increase = 0, calc = [4996 + (5000.0 - 4996) x 10.00%]
